id,status,name,slug,category,subCategory,tags,town,region,address,contactName,phone,whatsapp,email,website,facebook,instagram,openingHours,shortDescription,description,createdAt,approvedAt,approvedBy,shuffleSeed
OdUM4Bd9CUqyODdAzSTl,approved,הילה עוגן - טיפה סגולה,hylh-avgn-typh-sgvlh-mnrbg7is,טיפולים ובריאות,,,הגושרים,,קיבוץ הגושרים,הילה עוגן,054-810-0078,548100078,tipasgula@gmail.com,https://Tipasgula.co.il,https://www.facebook.com/omhila?mibextid=LQQJ4d,https://instagram.com/hila_om?igshid=MzRlODBiNWFlZA==,א-ה 09.00 -18.00 ו' 07.00-14.00,,"מטפלת מעל 20 שנה, עם קליניקות בהגושרים ובנתיב העשרה. הגעתי מהעוטף, ומתוך מציאות של עומס וסטרס פיתחתי הבנה עמוקה של הקשר בין גוף, נפש ומראה חיצוני. לאורך השנים העמקתי ברפואה סינית, דיקור, טיפולי מגע ועיסוי, פיסול והרמת פנים, דיקור קוסמטי, קולון הידרותרפיה, צלילים ותדרים, פלזמה וקוסמטיקה. • טיפולי פלזמה – להסרת נגעים וסרחי עור, הרמת עפעפיים ללא ניתוח וטשטוש קמטים. • קולון הידרותרפיה – שטיפה עדינה של המעי הגס לעצירות, נפיחות , הליקובקטור, צרבות , קנדידה ואיזון מערכת העיכול. • טיפולי גוף – עיסוי מכאני, כוסות רוח, דיקור סיני והנעת דם ולימפה לשחרור עומסים. • פיסול והרמת פנים – בשילוב דיקור קוסמטי לשחרור מתחים ועור זוהר. •הרצאה על מערכת העיכול ושינוי הרגלים כולל טיפים פרקטים לבריאות המעי הגס",2026-04-09T10:10:23.281Z,2026-04-09T10:15:52.585Z,sgolan20@gmail.com,647591573
R9d1UBeGNioXjY46wxt7,approved,חדוה לגוף ולנפש,chdvh-lgvf-vlnpsh-mnr5qgie,טיפולים ובריאות,,,הגושרים,,,חדוה ליפשיץ,542203579,,hedvalif@gmail.com,,,https://www.instagram.com/hedva_laguf_lanefesh?igsh=d3B3Z2Fxd3R0cWNs,,,"פיזיותרפיסטית מקצועית בעלת ניסיון - טיפולים המקלים על כאבים גופניים חוזרים, טיפול בסחרחורות וורטיגו, דיקור יבש ועיסוי רקמות עמוק.  בעלת ניסיון, דגש על הבנת מקור הכאב .",2026-04-09T07:30:23.364Z,2026-04-09T07:32:43.327Z,sgolan20@gmail.com,801629424
hUzwUl6aI3IQ0lRCDbRu,approved,אביחי זלקין פיזיותרפיסט,abychy-zlkyn-pyzyvtrpyst-mnrpecql,טיפולים ובריאות,,,הגושרים,,,אביחי זלקין,050-393-3049,,avichayzalkin95@gmail.com,https://avichay-physio.netlify.app,,,א-ה 9:00-20:00,,"פיזיותרפיה ושיקום, אבחון וליווי פציעות כרוניות ואקוטיות. גם און ליין!",2026-04-09T16:40:51.980Z,2026-04-09T16:55:34.512Z,sgolan20@gmail.com,134761165
k2PgPnlALZE58XtwmzR0,approved,עירית מטפלת בנשמה,ayryt-mtplt-bnshmh-mnrmgvum,טיפולים ובריאות,,,הגושרים,,קיבוץ הגושרים,עירית אמיתי שמי,528047779,,sunrbiz@gmail.con,,https://www.facebook.com/share/18Y5WpLXtD/,,"ימים א' עד ה', 09:00-18:30, יום ו' 08:00-16:00",,"מטפלת רגשית במגע (עיסוי, שיאצו, רפלקסולוגיה, נשימה מעגלית, דמיון מודרך, אבנים חמות ועוד), מעבירה מסעות בטבע הכוללים מפגש עם האש, המים והטבע הפראי. מנחה מעגלי נשים ברוח השאמניזם. בעלת ניסיון של 30 שנה.",2026-04-09T15:18:51.115Z,2026-04-09T15:19:19.875Z,sgolan20@gmail.com,244063367
66wYU4rIC9giFOvrUUD2,approved,סלסילה גלילית,slsylh-glylyt-mnr3h7oz,מסעדנות וקייטרינג,,,הגושרים,,הגושרים,רינת,526777289,,rntktsh@gmail.com,https://www.instagram.com/sugar_and_miel?igsh=bGQyODhydmlmOXR4,,https://www.instagram.com/sugar_and_miel?igsh=bGQyODhydmlmOXR4,"הזמנות בימים א'-ו', איסוף בכל ימות השבוע",,סלסילות פיקניק  קינוחים ומאפים ביתיים,2026-04-09T06:27:12.781Z,2026-04-09T07:05:20.194Z,sgolan20@gmail.com,389901373
3o2PaAYZNPZ3lfO2AeTP,approved,אלה על הנחל,alh-al-hnchl-mnr6pj6a,תיירות ואירוח,,,הגושרים,,"Use Waze to drive to Ella on the stream. אלה על הנחל, גפן, הגושרים: https://waze.com/ul/hsvckfrr3f",רועי אוחיון,544264830,544264830,roedo.arc@gmail.com,https://www.ella-suites.co.il,https://www.weekend.co.il/zimmers/ela-on--the-stream,https://www.instagram.com/ella.suites?igsh=MTQyaHlqc242ZXNqeg==,24-Jul,,"מתחם אירוח מקסים ומלא שלווה לזוגות ומשפחות עם 2 סוויטות מאובזרות ומפנקות, המתאימות לאירוח של עד 5 נפשות בכל יחידה.  הסוויטות מעוצבות בסגנון כפרי עם תקרת עץ גלויה אשר נותנת את חווית הכפריות במלואה.  בכל סוויטה תמצאו סלון עם ספה נפתחת למיטה זוגית, מטבח מאובזר וקומת גלריה עם מיטה זוגית גדולה ומפנקת",2026-04-09T07:57:39.628Z,2026-04-09T07:58:53.167Z,sgolan20@gmail.com,254823054
9qwmupYBULr7JqEpOOt4,approved,יחידת אירוח בקיבוץ הגושרים,ychydt-ayrvch-bkybvtz-hgvshrym-mnsuhxlu,תיירות ואירוח,,,הגושרים,,"הדסים 2, קיבוץ הגושרים",איציק טל,547703160,,talizik770@gmail.com,https://www.booking.com/Share-dLreNc,,,,,"אירוח בגליל, יחידת אירוח מדהימה, מתאימה למשפחות עד 5 נפשות, נוף להרים. יחידה מאובזרת לחלוטין, חנייה פרטית בחינם - מכבדים את שובר המילואים!",2026-04-10T11:51:22.559Z,2026-04-10T13:14:42.958Z,sgolan20@gmail.com,269215520
FCVPZCu1rWMRZyc7RIGs,approved,הפינה בנחל,hpynh-bnchl-mnr2qgz9,תיירות ואירוח,,,הגושרים,,הגולן 479 קיבוץ הגושרים,ערן,509483338,,hapina.banachal@gmail.com,,https://www.google.com/url?q=https://www.facebook.com/p/%25D7%2594%25D7%25A4%25D7%2599%25D7%25A0%25D7%2594-%25D7%2591%25D7%25A0%25D7%2597%25D7%259C-100075982871660/&sa=U&sqi=2&ved=2ahUKEwjp69m7q9yTAxXkZ0EAHU1_E5MQFnoECFoQAQ&usg=AOvVaw28_8FlO6eeygTGPfnupvLz,https://hapina.banachal,06:00-23:00,,"צימר פסטורלי משפחתי מרווח ומפנק בקרבת הנחל, ללא מדרגות ,פרטיות מוחלטת עם מגוון עצום של אטרקציות בקרבת הצימר מתאים למשפחות וזוגות.",2026-04-09T06:06:25.243Z,2026-04-09T06:23:12.892Z,sgolan20@gmail.com,863879763
MrpKODG6W7od1qlDzl2P,approved,צימר נחלים,tzymr-nchlym-mnr3loni,תיירות ואירוח,,,הגושרים,,הגושרים,רינת,526777289,,rntktsh@gmail.com,https://www.instagram.com/sugar_and_miel?igsh=bGQyODhydmlmOXR4,,https://www.instagram.com/sugar_and_miel?igsh=bGQyODhydmlmOXR4,כל השבוע,,"צימר ברמה גבוהה, עם ג'קוזי פרטי, גינה פרטית, מאובזר, ובקרבת הנחל 3 דקות הליכה, שירות מצוין ונוחות מקסימלית",2026-04-09T06:30:41.265Z,2026-04-09T07:05:18.028Z,sgolan20@gmail.com,692757270
lgcJVNGPidJu8a6kDhUD,approved,חדרי בריחה הגושרים,chdry-brychh-hgvshrym-mnr9wlrt,תיירות ואירוח,,,הגושרים,,חדרי בריחה הגושרים בוויז,אופיר,556674537,542142972,north.escape.info@gmail.com,https://www.north-escape.co.il/,https://www.facebook.com/north.escape,,כל השבוע מ12:00-00:00 בתיאום מראש,,"חדרי בריחה הגושרים הוא מתחם חווייתי מקורה וממוזג בקיבוץ הגושרים שבגליל העליון, הפועל לאורך כל השבוע בין 12:00–00:00 (בתיאום מראש), ומתאים לבילוי בכל עונות השנה.  במתחם שני חדרי בריחה עם עלילה מקורית: “כרמן סאן דייגו – תעלומת המונה ליזה” – חוויה נגישה ומהנה המתאימה למשפחות וקבוצות מגוונות; ו“קופר איירליינס” – חדר מאתגר יותר בהשראת פרשת D.B. Cooper, המיועד למשתתפים שמחפשים אתגר מתקדם.  החדרים משלבים חידות מגוונות, חשיבה לוגית ועבודת צוות, ומתאימים למשפחות, זוגות, קבוצות חברים וצוותים. המיקום באזור תיירותי מאפשר לשלב את החוויה כחלק מבילוי רחב בגליל. שירות אישי וגמישות בהתאמה לקהל.",2026-04-09T09:27:07.652Z,2026-04-09T09:45:00.658Z,sgolan20@gmail.com,85158994
MIRCaNQy7AIqmBkGQHBr,approved,דרך התבלינים - חולתה,drk-htblynym-chvlth-mnsiyfdn,אחר,,,חולתה,,קיבוץ חולתה,בן,46915008,544885148,Tavlinimhulata@gmail.com,https://mypips.app/tav-hulata,,https://tavlinim.hulata,כל יום מ-9:00 עד 14:00. 7 ימים בשבוע,,"מעל 200 סוגים של תבלינים, חליטות, תערובות גורמה, צמחי מרפא, פיצוחים, פירות יבשים, ריבות וממרחים, ומוצרים מיוחדים מכל העולם",2026-04-10T06:28:16.324Z,2026-04-10T07:27:27.012Z,sgolan20@gmail.com,530626385
aVbIgAiFaK79QM5eTgTH,approved,בועז הדרי פיתוח וליווי מנהלים,bvaz-hdry-pytvch-vlyvvy-mnhlym-mnvltkfb,ייעוץ והדרכה עסקית,,,חולתה,,,בועז הדרי,549924318,,boazhadari@gmail.com,https://www.boazhadari.com,,https://www.linkedin.com/in/boaz-hadari-15326949,,,"אני מקצוען בלהפוך מקום עבודה עם מתחים לסביבת עבודה מקדמת ופורייה. אני יודע איך להשאיר מנהלים טובים בארגון, כיצד לפתח אותם, כיצד לבנות עתודה ניהולית לארגון. בסוף זה הכל תקשורת בין אנשים, יש לי המון ניסיון בליווי מנהלים ודחיפת ארגונים",2026-04-12T10:11:46.992Z,2026-04-12T12:17:38.090Z,sgolan20@gmail.com,37473094
KnYdMBOCIJXOKe2AT8RO,approved,סבבה ארוח מוצרים לצימרים,sbbh-arvch-mvtzrym-ltzymrym-mnr3vxez,תיירות ואירוח,,,חולתה,,קיבוץ חולתה,אילת,532323630,532323630,s@sabbaba.co.il,https://Www.sabbabaonline.co.il,,https://Sabbaba.eruah,א-ה 10-16 שישי 10-14,,מפעל לייצור מוצרי רחצה כחול לבן לצימרים כולל שמפויים סבונים טקסטיל נרחב מגבות מצעים חלוקים מזרנים ועוד...כל מה שצימר /וילת אירוח צריכים לאירוח מפנק. כחול לבן. משלוחים לכל הארץ.,2026-04-09T06:38:35.380Z,2026-04-09T07:05:17.078Z,sgolan20@gmail.com,808123450
LioJYGBQ8hgqH35JyfRz,approved,מפירותיה- מגשי פירות,mpyrvtyh-mgshy-pyrvt-mnsw9r2e,אחר,,,חיספין,,חיספין,מיטל סגרון,523955385,,Meital2010@gmail.com,,,https://www.instagram.com/meital_sagron?igsh=a2pjZHRnaWIzeTAz,,,"מגשי פירות טריים, צבעוניים, עם מבחר ושפע פירות העונה- מתנה מהטבע הטוב! מתנה בריאה צבעונית וכיפית במיוחד!! לחייל במילואים, ליולדת, בר מצווה, בת מצווה למהלך השבוע לכבוד שבת ולכל אירוע",2026-04-10T12:41:00.040Z,2026-04-10T13:14:31.600Z,sgolan20@gmail.com,824357628
MJMHCN3t2A6GZcqeGfAT,approved,מניקוריסטית - מבנה אנטומי לק ג׳ל ובנייה,mnykvrystyt-mbnh-antvmy-lk-gl-vbnyyh-mnr26hb6,יופי וטיפוח,,,חצור הגלילית,,"חצור הגלילית, יצחק שמיר",ענבל אביטל,532495199,,,,,https://www.instagram.com/nailsbyinbal_?igsh=MXg5Zm1xdDRrdGU2OQ%3D%3D&utm_source=qr,,,"היי אני ענבל,   בגלל המצב והמלחמה אני במילואים, ולכן העסק שלי בתחום הציפורניים כמעט ולא מתקדם כמו שהייתי רוצה.   אני כן מקבלת לקוחות בסופי שבוע כשאני משתחררת, ומשתדלת לשמור על העסק כמה שאפשר בתקופה הזאת.   אם יש מישהי שזה מתאים לה או שרוצה לעזור ולתמוך בעסק קטן בתקופה לא פשוטה – מוזמנת לפנות אליי 💛",2026-04-09T05:50:52.601Z,2026-04-09T06:23:32.447Z,sgolan20@gmail.com,821506530
PyTTJh3Umt5lB673bjGF,approved,"סדנת חוסן בזום ""לבחור בחיים""",sdnt-chvsn-bzvm-lbchvr-bchyym-mnrf0nt1,קורסים וסדנאות,,,חצור הגלילית,,,דורית נחמיה,523359056,,dorit.nehemia@gmail.com,,,,א - ה 10:00 - 20:00,,"שמי דורית נחמיה, עיתונאית לשעבר ומדריכת חשיבה הכרתית של ימימה. בסדנה ""לבחור בחיים"" אני משתפת בסיפור האישי שלי - החלמה ממחלה מסכנת חיים, בעקבותיה פיתחתי כלים מעשיים להתחזקות.  הקהל מתחיל להתנסות בכלים כבר במהלך הסדנה. הכלים זמינים בכל מקום וזמן ויש להם גם ביסוס מחקרי.",2026-04-09T11:50:18.153Z,2026-04-09T11:59:40.651Z,sgolan20@gmail.com,828625674
33jdJ7FiQX2WtrcAZZPy,approved,עינב סטייל -Einav Style,aynb-styyl-einav-style-mnr44ywr,ביגוד והנעלה,,,יערה,,"מושב יערה , הרימון 29",עינב שושן,526701609,,einavdadon1@gmail.com,https://einavstyle.co.il/,https://www.facebook.com/profile.php?id=1705502393&mibextid=LQQJ4d,https://instagram.com/einavshoshan?utm_medium=copy_link,,,"בוטיק אופנה לנשים המתמחה בבגדי נשים, שמלות ערב ואופנה צנועה בסטייל. קולקציות עדכניות, איכותיות ומלאות שיק – עם התאמה מושלמת לכל אישה ויחס אישי וחם. מוזמנות להתחדש בסטייל ייחודי שלא תמצאו בכל מקום ולהזמין אונליין בקלות ובנוחות",2026-04-09T06:45:41.253Z,2026-04-09T07:05:09.040Z,sgolan20@gmail.com,199793585
pDj7Kr4r5lEHIRKHTYmr,approved,מאפיית אדוארד׳ס,mapyyt-advards-mnrh2haa,חקלאות ומזון מקומי,,,יפתח,,קיבוץ יפתח,ירדן גיל,525012876,,,,https://www.facebook.com/share/1Dnfz116bm/?mibextid=wwXIfr,https://Edwards.bakery,"ראשון וחמישי 17:00-19:00, שישי 8:00-13:00",,"מאפיית בוטיק קטנה ואיכותית, הפועלת בקיבוץ יפתח שעל גבול הצפון. מתמחה באפיית לחמי מחמצת איכותיים ללא חומרים משמרים, חלות קלועות מטריפות, בייגל ניו יורקי אמיתי, קרואסונים טריים ועוד מגוון מאפים מלוחים ומתוקים. מאפייה שהיא הרבה יותר מלחם - היא לב של קהילה שלמה!",2026-04-09T12:47:40.086Z,2026-04-09T13:13:20.535Z,sgolan20@gmail.com,590424930
LhamzA4lIlYkHMavnmPj,approved,אסף בן נון - להשתחרר מהכאב,asf-bn-nvn-lhshtchrr-mhkab-mnrg0it4,טיפולים ובריאות,,,יפתח,,יפתח,אסף בן נון,536214661,,asafbennun@gmail.com,https://www.freeyourpain.net/,,,גמיש,,"מטפל בשיאצו, דיקור סיני, טווינה ועיסוי. מתמחה בטיפול בכאב: כאבים אורתופדיים, כאבי ראש ומיגרנות.  הקליניקה ממוקמת בקיבוץ יפתח",2026-04-09T12:18:09.168Z,2026-04-09T12:45:09.080Z,sgolan20@gmail.com,967936022
K47P73G87RdZ2UOP5p03,approved,Nootriya - Animation & Film,nootriya-animation-film-mnqyro8c,שיווק ועיצוב,,,יפתח,,קיבוץ יפתח,עמר ששון,547948533,,makemymovie@nootriya.com,https://www.nootriya.com,https://www.facebook.com/share/1HZiCeFEP8/,https://youtube.com/@nootriya?si=333wrBuS7jQoBXzm,,,"סטודיו להפקת סרטים ואנימציה לחברות, עסקים וסטארטאפים. סרטי חברה, סרטי תדמית, סרטי מוצר, סרטים שיווקיים, אנימציות לפי מודלים מדויקים, הדמיות מוצר לקטלוגים. בין לקוחותינו: רפאל, ABB, טבע נאות, Klil ועוד רבים אחרים.  נשמח להיות לשירותכם/ן 😊",2026-04-09T04:15:22.303Z,2026-04-09T04:21:24.652Z,sgolan20@gmail.com,626231236
mX4DN0tWlDUjWJV9V1bR,approved,שרית עיסויים בצפון,shryt-aysvyym-btzpvn-mnvdbwca,טיפולים ובריאות,,,כברי,,קיבוץ כברי רחוב צבר,שרית,528011624,,saritcab@gmail.com,,,,א -ה 08:30 עד 19:30. ו ושבת בתאום,,מעסה רפואית שיקומית מטפלת בקליניקה שלי בכברי ומגיעה לבתי הלקוח בגליל המערבי ובנהריה שחומי ועכו.כל טיפול כל מגע מביא לריפוי של הגוף ושל הנפש,2026-04-12T06:14:05.745Z,2026-04-12T08:40:43.830Z,sgolan20@gmail.com,618570137
Og6ldtnnTtqDNYA4jBh0,approved,סמדר ארט סטודיו לאומנות בזכוכית,smdr-art-stvdyv-lavmnvt-bzkvkyt-mnqmjt6p,אומנות ועבודת יד,,,כנף,,מושב כנף ד.נ.רמת.הגילן 12930,סמדר שיאחי,549720596,054-9720596,shy93art@gmail.com,https://www.vitraz-art.co.il,https://facebook.com/smadarvitraz,https://instagram.com/smadar_art,א-ה 10:00- 18:00 ו- 10:00 - 14:00,,"סמדר ארט סטודיו גלריה לאומנות הזכוכית  גרפיקאית שיוצרת ויטראזים, פסיפסים ופיוזינג בהתאמה אישית לבתי עסק, בתי כנסת ובתים פרטיים. ומעבירה סדנאות חד פעמיות לזוגות, משפחות וקבוצות ובנוסף הדרכות קבוצתיות על הנעשה בסטודיו והקמת מושב כנף.",2026-04-08T22:33:20.564Z,2026-04-08T23:24:56.893Z,sgolan20@gmail.com,33616462
SVFJLcjcJwHWOFiyxkyP,approved,ליאת תקשור והדרכה רוחנית💜,lyat-tkshvr-vhdrkh-rvchnyt-mnr4vt41,טיפולים ובריאות,,,כפר בלום,,דרך סער 156 כפר בלום,ליאת שדה,504507970,,liatsy8@gmail.com,,,,09:00-17:00,,"אני מתקשרת - עוזרת לאנשים לגלות את עצמם, מטפלת באקסס בארס - 32 נק' מגע בראש, עוזר להפגת חרדות, מתחים, ופחדים. קערות טיבטיות - חלק מסאונד הילינג, מרגיע, מאזן, עובד על תדרים רכים ונעימים שעוזרים למערכות השונות בגוף להרגע ולהתאזן. הילינג - ריפוי אנרגטי.",2026-04-09T07:06:32.598Z,2026-04-09T07:25:47.130Z,sgolan20@gmail.com,559045394
9cTugFoKjFbIown9MAze,approved,ג'חנון וחצי,gchnvn-vchtzy-mnvan2o5,מסעדנות וקייטרינג,,,כפר סאלד,,כפר סאלד,עידית תמיר,524435093,,idita22@gmail.com,https://www.instagram.com/jahnoon_vahetzi?utm_source=qr&igsh=MXEzNzVzNTcxdnU1cQ==,https://www.facebook.com/share/18UVThiL9H/,https://www.instagram.com/jahnoon_vahetzi?utm_source=qr&igsh=MXEzNzVzNTcxdnU1cQ==,ימי שבת 8:00-15:00 או עד גמר המלאי,,"כבר 24 שנה שג'חנון וחצי פועל באהבה בגליל. גחנון,ביצה,רסק וסחוג ב-20₪. מוזמנים ליצור קשר ולהזמין לשבת. 0524435093",2026-04-12T04:58:47.546Z,2026-04-12T08:40:30.510Z,sgolan20@gmail.com,891201831
QrOef5s6ikdJbPb6rnfT,approved,Yamya אקססוריז ייחודיים בעבודת יד לתינוקות וילדים,yamya-akssvryz-yychvdyym-babvdt-yd-ltynvkvt-vyldym-mnu7ddb4,אומנות ועבודת יד,,,להבות הבשן,,,ימית אטיאש,506688330,,info@yamya.co.il,https://Yamya.co.il,https://www.facebook.com/share/174Q4pm15D/?mibextid=wwXIfr,https://instagram.com/yamya_by_yamit?utm_medium=copy_link,,,"‏Yamya נולד מתוך תשוקה ואהבה לפרטים הקטנים שעושים סטייל גדול – שילוב של רוך, שיק ונגיעה אישית. אני ימית אטיאש, מעצבת ותופרת פפיונים ייחודיים לילדות, יוצרת מוביילים בסגנון בוהו לחדרי ילדים, ומרכיבה חבילות לידה בסטייל עם חומרי גלם ופריטים שנבחרו בקפידה – כדי להעניק רגעים יפים, מרגשים ומלאי סטייל.",2026-04-11T10:39:30.463Z,2026-04-11T11:02:10.747Z,sgolan20@gmail.com,794973803
hL5vGl7BAfalfnePp7qR,approved,קדרות כפרית ליאת בן אדיבה,kdrvt-kpryt-lyat-bn-adybh-mnwmytzm,אומנות ועבודת יד,,,להבות הבשן,,להבות הבשן,ליאת בן אדיבה,507257090,507257090,liatbenadiva@gmail.com,https://Www.potterylba.com,https://www.facebook.com/share/1Hx2sQ2GV3/,https://www.instagram.com/liatbenadiva?igsh=NTc4ajhnbzdqaTYy,9:00- 14:00,,"סטודיו בן שלושים שנים, ליצירת כלים שימושיים, מספלים ועד קדרות לבישול בתנור ועל גז. אופן הייצור הוא מסורתי וקשור להיסטוריה, לטבע ולעבודה פנימית. שריפת הכלים נעשית בתנור גז בבניה עצמית, תהליך שנמשך כ14 שעות ודורש את נוכחותי המלאה. השריפה מגיעה לטמפ של 1280 מעלות, שמבטיחה שימוש בריא וחוזק של הכלים.",2026-04-13T03:31:38.089Z,2026-04-13T03:37:58.061Z,sgolan20@gmail.com,598236770
iIm6iFidk03vswJBYlSs,approved,אגואה לייף - קרמיקה שימושית,agvah-lyyf-krmykh-shymvshyt-mnrcdixn,אומנות ועבודת יד,,,להבות הבשן,,להבות הבשן,דבי סלס דיין,058-7431414,,ylrdseles@gmail.com,https://Www.agualifenow.com,https://www.facebook.com/share/18CFosZAVW/,https://www.instagram.com/agualife_ceramics?igsh=ZXdwZndwem1qbXRr,,,"בלב הגליל העליון, בקיבוץ להבות הבשן, נמצא הסטודיו של אגואה לייף. המותג נולד מתוך אהבה ארוכת שנים לקרמיקה ולמלאכת יד, ומתוך רצון להביא יופי של חומר אל תוך הבית והיומיום. בתקופה שבה החוסן של הצפון נמדד גם דרך היצירה שבו, אני ממשיכה ליצור בסטודיו שבלהבות הבשן כלים ייחודיים שנעשים אחד אחד, בסבלנות ובדיוק. אתם מוזמנים לתמוך ביצירה צפונית מקורית, לרכוש כלי קרמיקה בעבודת יד או להגיע לסדנה של כמה שעות של ניתוק והתחדשות גלילית.",2026-04-09T10:36:18.129Z,2026-04-09T11:07:40.637Z,sgolan20@gmail.com,433747197
xfDFuV6QSlfkpQB6tGw8,approved,רוית פרנק תכנון עיצוב פנים וסטיילינג,rvyt-prnk-tknvn-aytzvb-pnym-vstyylyng-mnqj6uwm,בנייה ושיפוצים,,,להבות הבשן,,קיבוץ להבות הבשן,רוית פרנק,507214279,507214279,rfrankdesign@gmail.com,https://Www.ravitfrank.com,,,,,משרד תכנון עיצוב פנים וסטיילינג לבתים פרטיים וכן חללים מסחריים / ציבוריים.   בסטודיו אנחנו מתכננים ויוצרים בתים עד הפרט האחרון . בתים פרטיים משלב התכנון  שיפוצים  עסקים שונים  מבני ציבור  משרדים  www.ravitfrank.com,2026-04-08T20:59:17.603Z,2026-04-08T20:59:34.362Z,sgolan20@gmail.com,594915281
ss5XYS3lpx2dq0h7Zb62,approved,"קדרות כפרית מסורתית, ליאת בן אדיבה",kdrvt-kpryt-msvrtyt-lyat-bn-adybh-mnqx9gib,מתנות ומזכרות,,,להבות הבשן,,להבות הבשן,ליאת בן אדיבה,507257090,507257090,liatbenadiva@gmail.com,https://Www.potterylba.com,https://www.facebook.com/share/1HpAHETBvZ/,https://www.instagram.com/liatbenadiva?igsh=NTc4ajhnbzdqaTYy,9:00-14,,"סטודיו קטן של אשה אחת, מייצרת כלים כבר יותר משלושים שנים. כל כלי נבנה מתוך מחשבה על שימוש מדויק ועם קשר עמוק אלי, האומנית.  ההשראה הגדולה שלי היא הטבע שמסביבי וחוויות החיים. הכל נכנס אל העבודות דרך התת מודע. העבודה שלי אינטואיטיבית ורגשית. הכלים שרופים בתנור גז, עם אש אמיתית, בשריפה שנמשכת כ12 שעות, ומגיעה לטמפ מאד גבוהה- 1280 מעלות. המשמעות של זה היא אפשרות להשתמש בחומרים חלשים שיתיכו את הגלזורה, ויהיו בריאים עבור הלקוחות האהובים שלי.",2026-04-09T03:33:12.924Z,2026-04-09T04:12:17.226Z,sgolan20@gmail.com,526269764
a0xkim7UH1VvE3TKgGfS,approved,רענן באופן,rann-bavpn-mnvd2sql,ספורט ופנאי,,,להבות הבשן,,להבות הבשן,רענן,522839361,,raananbike@gmail.com,https://www.baofan.co.il/,https://www.baofan.co.il/,,9:00 - 18:00,,"מרכז לרכיבה גלילית , מציע טיולי אופניים ורכבי שטח על גדות נהר הירדן אל מול נופי הגליל הפסטורלי",2026-04-12T06:07:01.321Z,2026-04-12T08:40:37.238Z,sgolan20@gmail.com,779555894
RiwS8jEhqRC40pMCJDHD,approved,המוסך בלהבות הבשן,hmvsk-blhbvt-hbshn-mnr86fid,רכב ושירות,,,להבות הבשן,,קיבוץ להבות הבשן,שרון פינשטיין,052-235-7552,,gale12125@gmail.com,,,,א-ה 08:00 - 16:00,,"שירות לרכב מכונאות,  חשמל, מיזוג אויר, רכבי גפמ, ורכב חשמלי היברידי.  בדיקה והעברת טסט, אבחון ממוחשב ותיקונים.",2026-04-09T08:38:47.656Z,2026-04-09T08:53:41.610Z,sgolan20@gmail.com,919901597
Zljc8HMrCnWB3KdrWydg,approved,סיון ויצמן | סטודיו מהות,syvn-vytzmn-stvdyv-mhvt-mnr4jvik,בנייה ושיפוצים,,,מטולה,,"הלבנון 39, מטולה",סיון ויצמן,549491878,,sivan.arc.3d@gmail.com,https://www.sivanarc.com,https://www.facebook.com/share/1CVt1524ix/,https://www.instagram.com/sivan_mahut.studio?igsh=MXZzc2R6MDQxcmM1ZQ==,,,"סיון ויצמן, בעלת סטודיו מַהוּת, מתמחה בתכנון בתים פרטיים. מתכננת בתים שנולדים מבפנים מתוך הקשבה, דיוק, נוכחות ומשמעות אמיתית. אדריכלות שבה תחושה מתורגמת לצורה. אם אתם עומדים לפני תכנון בית חדש, אשמח ללוות אתכם בדרך אל בית שמרגיש באמת אתם.",2026-04-09T06:57:16.413Z,2026-04-09T07:04:40.878Z,sgolan20@gmail.com,465088955
xmdn075htCHocQJ5zTld,approved,איתן פרי השף המשתף,aytn-pry-hshf-hmshtf-mnr4xl2k,מסעדנות וקייטרינג,,,מטולה,,האשד 40 מטולה,איתן פרי,502366371,,eitanperry1@gmail.com,,,,,,"ארוחות שף מפנקות וסדנאות בישול מהממות אצלי במטולה ,בביתכם או בוילה לאירוח",2026-04-09T07:07:56.529Z,2026-04-09T07:25:37.741Z,sgolan20@gmail.com,349271720
IGlq9Frq3L2gcDv2AoeH,approved,נגריית קאיסדו,ngryyt-kaysdv-mnre6sj1,נגרות ועבודות מתכת,,,מטולה,,מטולה,חורחה קאיסדו,559935191,559935191,nagariatcaicedo@gmail.com,,https://www.facebook.com/share/1AafLd85BG/?mibextid=wwXIfr,https://www.instagram.com/nagariatcaicedo?igsh=MTEwODIxYjNxbXdrOA==,א-ה 08:00-22:00,,נגרייה בניהולו ופועלו של חורחה הנגר. בעל נסיון של מעל 15 שנים ומתמחה בעבודות עץ לכל נגרות הפנים בדגש על ארונות ומטבחים. כל לקוח מקבל שירות מקצועי ואדיב על לפרטים הקטנים ומעבר. לפני כל ביצוע עבודה - הלקוח מקבל הדמיה מדויקת של המוצר לתאום ציפיות מקסימלי!,2026-04-09T11:27:02.453Z,2026-04-09T11:28:03.959Z,sgolan20@gmail.com,605463094
